Access to electricity (% of population),EG.ELC.ACCS.ZS,Denmark,DNK,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Djibouti,DJI,49.7
Access to electricity (% of population),EG.ELC.ACCS.ZS,Dominica,DMA,91.83897
Access to electricity (% of population),EG.ELC.ACCS.ZS,Dominican Republic,DOM,98
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ecuador,ECU,97
Access to electricity (% of population),EG.ELC.ACCS.ZS,Egypt Arab Rep.,EGY,99.6
Access to electricity (% of population),EG.ELC.ACCS.ZS,El Salvador,SLV,92
Access to electricity (% of population),EG.ELC.ACCS.ZS,Equatorial Guinea,GNQ,65.1722
Access to electricity (% of population),EG.ELC.ACCS.ZS,Eritrea,ERI,32.5
Access to electricity (% of population),EG.ELC.ACCS.ZS,Estonia,EST,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ethiopia,ETH,23
Access to electricity (% of population),EG.ELC.ACCS.ZS,Faroe Islands,FRO,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Fiji,FJI,55.8
Access to electricity (% of population),EG.ELC.ACCS.ZS,Finland,FIN,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,France,FRA,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,French Polynesia,PYF,55.8
Access to electricity (% of population),EG.ELC.ACCS.ZS,Gabon,GAB,81.6
Access to electricity (% of population),EG.ELC.ACCS.ZS,Gambia The,GMB,31
Access to electricity (% of population),EG.ELC.ACCS.ZS,Georgia,GEO,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Germany,DEU,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ghana,GHA,60.5
Access to electricity (% of population),EG.ELC.ACCS.ZS,Gibraltar,GIB,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Greece,GRC,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Greenland,GRL,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Grenada,GRD,87.87328
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guam,GUM,55.8
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guatemala,GTM,78.3
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guinea,GIN,20.2
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guinea-Bissau,GNB,57
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guyana,GUY,77
Access to electricity (% of population),EG.ELC.ACCS.ZS,Haiti,HTI,33.9
Access to electricity (% of population),EG.ELC.ACCS.ZS,Honduras,HND,80
Access to electricity (% of population),EG.ELC.ACCS.ZS,Hong Kong SAR China,HKG,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Hungary,HUN,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Iceland,ISL,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,India,IND,75
Access to electricity (% of population),EG.ELC.ACCS.ZS,Indonesia,IDN,94.2
Access to electricity (% of population),EG.ELC.ACCS.ZS,Iran Islamic Rep.,IRN,98.4
Access to electricity (% of population),EG.ELC.ACCS.ZS,Iraq,IRQ,98
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ireland,IRL,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Isle of Man,IMY,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Israel,ISR,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Italy,ITA,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Jamaica,JAM,92
Access to electricity (% of population),EG.ELC.ACCS.ZS,Japan,JPN,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Jordan,JOR,99.4
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kazakhstan,KAZ,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kenya,KEN,23
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kiribati,KIR,55.8
Access to electricity (% of population),EG.ELC.ACCS.ZS,NoordKorea,PRK,26
Access to electricity (% of population),EG.ELC.ACCS.ZS,Korea Rep.,KOR,99.7
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kosovo,KSV,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kuwait,KWT,94.1
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kyrgyz Republic,KGZ,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Lao PDR,LAO,66
Access to electricity (% of population),EG.ELC.ACCS.ZS,Latvia,LVA,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Lebanon,LBN,99.9
Access to electricity (% of population),EG.ELC.ACCS.ZS,Lesotho,LSO,17
Access to electricity (% of population),EG.ELC.ACCS.ZS,Liberia,LBR,4.1
Access to electricity (% of population),EG.ELC.ACCS.ZS,Libya,LBY,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Liechtenstein,LIE,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Lithuania,LTU,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Luxembourg,LUX,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Macao SAR China,MAC,87.54047
Access to electricity (% of population),EG.ELC.ACCS.ZS,Macedonia FYR,MKD,99
Access to electricity (% of population),EG.ELC.ACCS.ZS,Madagascar,MDG,14.3
Access to electricity (% of population),EG.ELC.ACCS.ZS,Malawi,MWI,8.7
Access to electricity (% of population),EG.ELC.ACCS.ZS,Malaysia,MYS,99.3
Access to electricity (% of population),EG.ELC.ACCS.ZS,Maldives,MDV,99.9
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mali,MLI,16.6
Access to electricity (% of population),EG.ELC.ACCS.ZS,Malta,MLT,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Marshall Islands,MHL,55.8
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mauritania,MRT,18.2
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mauritius,MUS,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mexico,MEX,99
Access to electricity (% of population),EG.ELC.ACCS.ZS,Micronesia Fed. Sts.,FSM,55.8
Access to electricity (% of population),EG.ELC.ACCS.ZS,Moldova,MDA,98.6
Access to electricity (% of population),EG.ELC.ACCS.ZS,Monaco,MCO,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mongolia,MNG,86.2
Access to electricity (% of population),EG.ELC.ACCS.ZS,Montenegro,MNE,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Morocco,MAR,98.9
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mozambique,MOZ,15
Access to electricity (% of population),EG.ELC.ACCS.ZS,Myanmar,MMR,48.8
Access to electricity (% of population),EG.ELC.ACCS.ZS,Namibia,NAM,43.7
Access to electricity (% of population),EG.ELC.ACCS.ZS,Nauru,NRU,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Nepal,NPL,76.3
Access to electricity (% of population),EG.ELC.ACCS.ZS,Netherlands,NLD,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,New Caledonia,NCL,55.8
Access to electricity (% of population),EG.ELC.ACCS.ZS,New Zealand,NZL,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Nicaragua,NIC,73
Access to electricity (% of population),EG.ELC.ACCS.ZS,Niger,NER,9.3
Access to electricity (% of population),EG.ELC.ACCS.ZS,Nigeria,NGA,48
Access to electricity (% of population),EG.ELC.ACCS.ZS,Northern Mariana Islands,MNP,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Norway,NOR,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Oman,OMN,94.1
Access to electricity (% of population),EG.ELC.ACCS.ZS,Pakistan,PAK,91.4
Access to electricity (% of population),EG.ELC.ACCS.ZS,Palau,PLW,55.8
Access to electricity (% of population),EG.ELC.ACCS.ZS,Panama,PAN,87.87328
Access to electricity (% of population),EG.ELC.ACCS.ZS,Papua New Guinea,PNG,14.5
Access to electricity (% of population),EG.ELC.ACCS.ZS,Paraguay,PRY,97
Access to electricity (% of population),EG.ELC.ACCS.ZS,Peru,PER,85
Access to electricity (% of population),EG.ELC.ACCS.ZS,Philippines,PHL,83.3
Access to electricity (% of population),EG.ELC.ACCS.ZS,Poland,POL,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Portugal,PRT,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Puerto Rico,PRI,87.87328
Access to electricity (% of population),EG.ELC.ACCS.ZS,Qatar,QAT,94.1
Access to electricity (% of population),EG.ELC.ACCS.ZS,Romania,ROM,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Russian Federation,RUS,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Rwanda,RWA,10.8
Access to electricity (% of population),EG.ELC.ACCS.ZS,Samoa,WSM,99.6
Access to electricity (% of population),EG.ELC.ACCS.ZS,San Marino,SMR,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Sao Tome and Principe,STP,56.9
Access to electricity (% of population),EG.ELC.ACCS.ZS,Saudi Arabia,SAU,94.1
Access to electricity (% of population),EG.ELC.ACCS.ZS,Senegal,SEN,56.5
Access to electricity (% of population),EG.ELC.ACCS.ZS,Serbia,SRB,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Seychelles,SYC,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Sierra Leone,SLE,12.1
Access to electricity (% of population),EG.ELC.ACCS.ZS,Singapore,SGP,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Sint Maarten (Dutch part),SXM,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Slovak Republic,SVK,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Slovenia,SVN,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Solomon Islands,SLB,19.2
Access to electricity (% of population),EG.ELC.ACCS.ZS,Somalia,SOM,29.1
Access to electricity (% of population),EG.ELC.ACCS.ZS,South Africa,ZAF,82.7
Access to electricity (% of population),EG.ELC.ACCS.ZS,South Sudan,SSD,1.5
Access to electricity (% of population),EG.ELC.ACCS.ZS,Spain,ESP,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Sri Lanka,LKA,85.1
Access to electricity (% of population),EG.ELC.ACCS.ZS,St. Kitts and Nevis,KNA,87.87328
Access to electricity (% of population),EG.ELC.ACCS.ZS,St. Lucia,LCA,87.87328
Access to electricity (% of population),EG.ELC.ACCS.ZS,St. Martin (French part),MAF,87.87328
Access to electricity (% of population),EG.ELC.ACCS.ZS,St. Vincent and the Grenadines,VCT,75.07795
Access to electricity (% of population),EG.ELC.ACCS.ZS,Sudan,SDN,29
Access to electricity (% of population),EG.ELC.ACCS.ZS,Suriname,SUR,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Swaziland,SWZ,35.2
Access to electricity (% of population),EG.ELC.ACCS.ZS,Sweden,SWE,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Switzerland,CHE,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Syrian Arab Republic,SYR,92.7
Access to electricity (% of population),EG.ELC.ACCS.ZS,Tajikistan,TJK,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Tanzania,TZA,14.8
Access to electricity (% of population),EG.ELC.ACCS.ZS,Thailand,THA,99.7
Access to electricity (% of population),EG.ELC.ACCS.ZS,Timor-Leste,TMP,38
Access to electricity (% of population),EG.ELC.ACCS.ZS,Togo,TGO,27.9
Access to electricity (% of population),EG.ELC.ACCS.ZS,Tonga,TON,92.3
Access to electricity (% of population),EG.ELC.ACCS.ZS,Trinidad and Tobago,TTO,99
Access to electricity (% of population),EG.ELC.ACCS.ZS,Tunisia,TUN,99.5
Access to electricity (% of population),EG.ELC.ACCS.ZS,Turkey,TUR,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Turkmenistan,TKM,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Turks and Caicos Islands,TCA,87.87328
Access to electricity (% of population),EG.ELC.ACCS.ZS,Tuvalu,TUV,41
Access to electricity (% of population),EG.ELC.ACCS.ZS,Uganda,UGA,14.6
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ukraine,UKR,99.8
Access to electricity (% of population),EG.ELC.ACCS.ZS,United Arab Emirates,ARE,94.1
Access to electricity (% of population),EG.ELC.ACCS.ZS,United Kingdom,GBR,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,United States,USA,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Uruguay,URY,99
Access to electricity (% of population),EG.ELC.ACCS.ZS,Uzbekistan,UZB,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Vanuatu,VUT,23.5
Access to electricity (% of population),EG.ELC.ACCS.ZS,Venezuela RB,VEN,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Vietnam,VNM,96
Access to electricity (% of population),EG.ELC.ACCS.ZS,Virgin Islands (U.S.),VIR,87.87328
Access to electricity (% of population),EG.ELC.ACCS.ZS,West Bank and Gaza,WBG,94.1
Access to electricity (% of population),EG.ELC.ACCS.ZS,Yemen Rep.,YEM,44.8
Access to electricity (% of population),EG.ELC.ACCS.ZS,Zambia,ZMB,18.5
Access to electricity (% of population),EG.ELC.ACCS.ZS,Zimbabwe,ZWE,36.9
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 02/01/2017,,,,
